type_name,week,views,contacts,print_phone,print_click
Campervans,37,7.433249370277078,0.015113350125944584,0.03526448362720403,0.05289672544080604
Campervans,38,7.6120906801007555,0.012594458438287154,0.04785894206549118,0.11838790931989925
Campervans,39,6.632241813602015,0.007556675062972292,0.015113350125944584,0.10327455919395466
Campervans,40,7.042424242424242,0.00404040404040404,0.022222222222222223,0.23030303030303031
Campervans,41,1.3727959697732997,0.005037783375314861,0.0025188916876574307,-0.0654911838790932
Campervans,42,3.4767676767676767,0.00404040404040404,0.01818181818181818,0.16363636363636364
Campervans,43,4.571788413098237,0.005037783375314861,0.037783375314861464,0.08564231738035265
Campervans,44,4.209068010075566,0.015113350125944584,0.027707808564231738,0.36523929471032746
Campervans,45,3.2761020881670535,0.0069605568445475635,0.009280742459396751,0.04408352668213457
Campervans,46,3.4013377926421406,0.013377926421404682,0.006688963210702341,0.13377926421404682
Campervans,47,3.18639798488665,0.005037783375314861,0.010075566750629723,0.1309823677581864
Campervans,48,1.0732323232323233,0.0,0.0,0.07575757575757576
Campervans,49,2.4816053511705687,0.0,0.0,0.043478260869565216
Campervans,50,3.100334448160535,0.0033444816053511705,0.023411371237458192,0.09698996655518395
Campervans,51,2.5050167224080266,0.0033444816053511705,0.0033444816053511705,0.23411371237458195
Campervans,52,2.802675585284281,0.0033444816053511705,0.0,0.12040133779264214
Campervans,53,7.744897959183674,0.01020408163265306,0.01020408163265306,0.1326530612244898
For Hire,1,3.05,0.0,0.0,0.15
For Hire,2,3.55,0.1,0.0,0.0
For Hire,3,1.8125,0.0,0.0,0.0625
For Hire,4,3.45,0.0,0.0,0.2
For Hire,5,4.1,0.0,0.0,0.0
For Hire,6,2.6,0.0,0.0,0.25
For Hire,7,3.85,0.05,0.0,0.05
For Hire,8,4.833333333333333,0.0,0.0,0.08333333333333333
For Hire,9,5.15,0.0,0.0,0.2
For Hire,10,2.1,0.0,0.05,0.2
For Hire,11,1.5416666666666667,0.0,0.0,0.125
For Hire,12,1.7083333333333333,0.0,0.0,0.041666666666666664
For Hire,13,1.8,0.0,0.0,0.35
For Hire,14,2.3,0.0,0.0,0.05
For Hire,15,2.9,0.0,0.0,0.15
For Hire,16,2.2,0.0,0.0,0.2
For Hire,17,1.65,0.0,0.0,0.25
For Hire,18,4.7,0.0,0.0,0.0
For Hire,19,6.2,0.0,0.0,0.2
For Hire,20,6.4,0.0,0.0,0.25
For Hire,21,4.05,0.0,0.0,0.15
For Hire,22,3.0,0.0,0.0,0.25
For Hire,23,2.125,0.0,0.0,0.0
For Hire,24,2.1,0.0,0.0,0.4
For Hire,25,4.45,0.05,0.0,0.1
For Hire,26,2.5714285714285716,0.07142857142857142,0.03571428571428571,0.21428571428571427
For Hire,27,3.05,0.0,0.0,0.3
For Hire,28,3.3,0.0,0.0,0.05
For Hire,29,4.25,0.0,0.0,0.3
For Hire,30,2.7083333333333335,0.125,0.0,0.16666666666666666
For Hire,31,3.95,0.0,0.1,0.4
For Hire,32,3.85,0.0,0.0,0.1
For Hire,33,3.4,0.0,0.0,0.2
For Hire,34,3.85,0.0,0.0,0.35
For Hire,35,2.5416666666666665,0.0,0.0,0.16666666666666666
For Hire,36,3.2,0.0,0.0,0.15
For Hire,37,3.6,0.0,0.0,0.3
For Hire,38,2.95,0.0,0.0,0.3
For Hire,39,3.25,0.0,0.0,0.15
For Hire,40,3.2916666666666665,0.0,0.0,0.041666666666666664
For Hire,41,2.65,0.0,0.0,0.2
For Hire,42,2.25,0.0,0.0,0.2916666666666667
For Hire,43,2.55,0.05,0.0,0.0
For Hire,44,2.65,0.0,0.0,0.2
For Hire,45,2.0416666666666665,0.0,0.0,0.2916666666666667
For Hire,46,2.25,0.0,0.0,0.125
For Hire,47,2.45,0.0,0.0,0.05
For Hire,48,1.1,0.0,0.0,0.05
For Hire,49,3.35,0.0,0.0,0.15
For Hire,50,2.6,0.0,0.0,0.1
For Hire,51,3.5,0.0,0.0,0.3
For Hire,52,1.8,0.0,0.0,0.1
For Hire,53,3.5,0.0,0.0,0.0
Lodge,1,13.083333333333334,0.11666666666666667,0.13333333333333333,0.016666666666666666
Lodge,2,22.633333333333333,0.016666666666666666,0.13333333333333333,0.05
Lodge,3,11.55813953488372,0.09302325581395349,0.023255813953488372,0.11627906976744186
Lodge,4,33.50819672131148,0.01639344262295082,0.14754098360655737,0.32786885245901637
Lodge,5,15.360655737704919,0.04918032786885246,0.01639344262295082,0.03278688524590164
Lodge,6,15.754098360655737,0.08196721311475409,0.16393442622950818,0.11475409836065574
Lodge,7,14.327868852459016,0.08196721311475409,0.13114754098360656,0.19672131147540983
Lodge,8,15.0,0.08974358974358974,0.20512820512820512,0.05128205128205128
Lodge,9,10.131147540983607,0.09836065573770492,0.04918032786885246,0.14754098360655737
Lodge,10,10.950819672131148,0.11475409836065574,0.14754098360655737,0.3114754098360656
Lodge,11,9.128205128205128,0.05128205128205128,0.08974358974358974,0.07692307692307693
Lodge,12,7.771084337349397,0.03614457831325301,0.04819277108433735,0.30120481927710846
Lodge,13,13.380952380952381,0.031746031746031744,0.015873015873015872,0.1111111111111111
Lodge,14,12.968253968253968,0.06349206349206349,0.1111111111111111,0.30158730158730157
Lodge,15,14.777777777777779,0.09523809523809523,0.031746031746031744,0.31746031746031744
Lodge,16,13.587301587301587,0.031746031746031744,0.09523809523809523,0.07936507936507936
Lodge,17,12.546875,0.046875,0.0625,0.140625
Lodge,18,12.390625,0.03125,0.0625,0.1875
Lodge,19,8.90625,0.046875,0.0625,0.140625
Lodge,20,10.0625,0.03125,0.125,0.28125
Lodge,21,8.625,0.015625,0.078125,0.265625
Lodge,22,8.734375,0.015625,0.015625,0.171875
Lodge,23,9.265060240963855,0.024096385542168676,0.12048192771084337,0.21686746987951808
Lodge,24,5.121212121212121,0.015151515151515152,0.0,0.045454545454545456
Lodge,25,9.772727272727273,0.07575757575757576,0.045454545454545456,0.22727272727272727
Lodge,26,7.91,0.02,0.07,0.21
Lodge,27,5.742424242424242,0.06060606060606061,0.13636363636363635,0.19696969696969696
Lodge,28,10.64179104477612,0.014925373134328358,0.31343283582089554,0.07462686567164178
Lodge,29,10.492537313432836,0.014925373134328358,0.11940298507462686,0.19402985074626866
Lodge,30,8.349397590361447,0.04819277108433735,0.13253012048192772,0.1686746987951807
Lodge,31,11.46376811594203,0.043478260869565216,0.057971014492753624,0.43478260869565216
Lodge,32,9.742857142857142,0.05714285714285714,0.04285714285714286,0.15714285714285714
Lodge,33,9.7,0.05714285714285714,0.1,0.2
Lodge,34,9.071428571428571,0.02857142857142857,0.07142857142857142,0.3142857142857143
Lodge,35,8.366666666666667,0.011111111111111112,0.12222222222222222,0.3333333333333333
Lodge,36,7.819444444444445,0.05555555555555555,0.06944444444444445,0.05555555555555555
Lodge,37,11.055555555555555,0.041666666666666664,0.1527777777777778,0.08333333333333333
Lodge,38,8.246575342465754,0.0136986301369863,0.0684931506849315,0.2876712328767123
Lodge,39,8.506849315068493,0.0136986301369863,0.0684931506849315,0.1232876712328767
Lodge,40,8.576086956521738,0.09782608695652174,0.07608695652173914,0.34782608695652173
Lodge,41,6.730769230769231,0.07692307692307693,0.05128205128205128,0.10256410256410256
Lodge,42,8.673469387755102,0.02040816326530612,0.030612244897959183,0.10204081632653061
Lodge,43,10.653846153846153,0.0641025641025641,0.11538461538461539,0.15384615384615385
Lodge,44,10.721518987341772,0.05063291139240506,0.17721518987341772,0.379746835443038
Lodge,45,9.050632911392405,0.02531645569620253,0.012658227848101266,0.0759493670886076
Lodge,46,7.9491525423728815,0.0,0.03389830508474576,0.1864406779661017
Lodge,47,12.30379746835443,0.0,0.1518987341772152,0.189873417721519
Lodge,48,19.763157894736842,0.013157894736842105,-0.039473684210526314,0.06578947368421052
Lodge,49,5.566666666666666,0.0,0.0,0.08333333333333333
Lodge,50,11.3,0.03333333333333333,0.06666666666666667,0.08333333333333333
Lodge,51,8.45,0.0,0.05,0.31666666666666665
Lodge,52,8.783333333333333,0.05,0.03333333333333333,0.18333333333333332
Lodge,53,9.6,0.05,0.1,0.45
Motorhomes,1,2.7,0.005555555555555556,0.0,0.11666666666666667
Motorhomes,2,4.385026737967914,0.026737967914438502,0.026737967914438502,0.1497326203208556
Motorhomes,3,3.5277777777777777,0.006944444444444444,0.027777777777777776,0.041666666666666664
Motorhomes,4,4.619791666666667,0.015625,0.005208333333333333,0.2708333333333333
Motorhomes,5,4.528497409326425,0.0051813471502590676,0.010362694300518135,0.08290155440414508
Motorhomes,6,3.704663212435233,0.0,0.02072538860103627,0.07772020725388601
Motorhomes,7,4.437185929648241,0.01507537688442211,0.02512562814070352,0.1507537688442211
Motorhomes,8,4.440476190476191,0.027777777777777776,0.031746031746031744,0.17857142857142858
Motorhomes,9,3.949748743718593,0.01507537688442211,0.0,0.1457286432160804
Motorhomes,10,3.665,0.015,0.02,0.175
Motorhomes,11,3.0317460317460316,0.007936507936507936,0.047619047619047616,0.20634920634920634
Motorhomes,12,3.0338461538461536,0.009230769230769232,0.033846153846153845,0.08923076923076922
Motorhomes,13,4.412037037037037,0.018518518518518517,0.018518518518518517,0.1527777777777778
Motorhomes,14,5.18348623853211,0.0045871559633027525,0.0045871559633027525,0.37155963302752293
Motorhomes,15,5.477064220183486,0.009174311926605505,0.05045871559633028,0.05963302752293578
Motorhomes,16,4.609865470852018,0.008968609865470852,0.03587443946188341,0.2645739910313901
Motorhomes,17,5.941964285714286,0.013392857142857142,0.03571428571428571,0.19196428571428573
Motorhomes,18,5.951541850220265,0.013215859030837005,0.04405286343612335,0.14977973568281938
Motorhomes,19,5.851528384279476,0.026200873362445413,0.06986899563318777,0.06550218340611354
Motorhomes,20,5.0174672489082965,0.017467248908296942,0.048034934497816595,0.14410480349344978
Motorhomes,21,5.495726495726496,0.021367521367521368,0.0641025641025641,0.08547008547008547
Motorhomes,22,5.67948717948718,0.021367521367521368,0.07264957264957266,0.24786324786324787
Motorhomes,23,5.860068259385666,0.023890784982935155,0.07849829351535836,0.18430034129692832
Motorhomes,24,5.027888446215139,0.01593625498007968,0.027888446215139442,0.2749003984063745
Motorhomes,25,6.123505976095617,0.035856573705179286,0.043824701195219126,0.17131474103585656
Motorhomes,26,4.275294117647059,0.01411764705882353,0.021176470588235293,0.17882352941176471
Motorhomes,27,4.631386861313868,0.014598540145985401,0.025547445255474453,0.0
Motorhomes,28,6.273722627737226,0.014598540145985401,0.08759124087591241,0.1678832116788321
Motorhomes,29,6.652482269503546,0.04964539007092199,0.11347517730496454,0.20212765957446807
Motorhomes,30,5.386581469648562,0.009584664536741214,0.038338658146964855,0.10223642172523961
Motorhomes,31,6.7386759581881535,0.013937282229965157,0.03832752613240418,0.21602787456445993
Motorhomes,32,7.0608108108108105,0.04054054054054054,0.06756756756756757,0.060810810810810814
Motorhomes,33,7.197986577181208,0.013422818791946308,0.0436241610738255,0.174496644295302
Motorhomes,34,6.8256578947368425,0.0,0.02631578947368421,0.4243421052631579
Motorhomes,35,5.986979166666667,0.005208333333333333,0.026041666666666668,0.11979166666666667
Motorhomes,36,4.738019169329074,0.003194888178913738,0.05750798722044728,0.1501597444089457
Motorhomes,37,5.209876543209877,0.006172839506172839,0.024691358024691357,0.06481481481481481
Motorhomes,38,5.145833333333333,0.008928571428571428,0.041666666666666664,0.3541666666666667
Motorhomes,39,4.819526627218935,0.020710059171597635,0.01775147928994083,0.1893491124260355
Motorhomes,40,4.089449541284404,0.006880733944954129,0.006880733944954129,0.05963302752293578
Motorhomes,41,3.151862464183381,0.017191977077363897,0.03151862464183381,0.08882521489971347
Motorhomes,42,2.3964601769911504,0.005309734513274336,0.008849557522123894,0.05309734513274336
Motorhomes,43,3.557377049180328,0.01092896174863388,0.01092896174863388,0.11475409836065574
Motorhomes,44,3.263157894736842,0.007894736842105263,0.042105263157894736,0.20526315789473684
Motorhomes,45,2.624338624338624,0.015873015873015872,0.05291005291005291,0.2275132275132275
Motorhomes,46,2.8074534161490683,0.0,0.006211180124223602,0.08695652173913043
Motorhomes,47,2.7011494252873565,0.01532567049808429,0.0038314176245210726,0.13409961685823754
Motorhomes,48,1.1275510204081634,-0.01020408163265306,0.00510204081632653,0.09693877551020408
Motorhomes,49,2.066265060240964,0.006024096385542169,0.018072289156626505,0.0783132530120482
Motorhomes,50,2.4047619047619047,0.0,0.0,0.20238095238095238
Motorhomes,51,2.970414201183432,0.005917159763313609,0.005917159763313609,0.11242603550295859
Motorhomes,52,2.348314606741573,0.0,0.0,0.19101123595505617
Motorhomes,53,5.10377358490566,0.009433962264150943,0.009433962264150943,0.1509433962264151
Static Caravans,1,3.0543933054393304,0.0041841004184100415,0.0020920502092050207,0.07322175732217573
Static Caravans,2,3.4875717017208414,0.0,0.0057361376673040155,0.06309751434034416
Static Caravans,3,5.6328125,0.0,0.005208333333333333,0.09375
Static Caravans,4,5.715909090909091,0.011363636363636364,0.030303030303030304,0.21401515151515152
Static Caravans,5,5.425330812854442,0.001890359168241966,0.013232514177693762,0.06049149338374291
Static Caravans,6,5.237288135593221,0.013182674199623353,0.030131826741996232,0.06591337099811675
Static Caravans,7,5.267289719626168,0.001869158878504673,0.026168224299065422,0.11588785046728972
Static Caravans,8,4.864705882352941,0.0029411764705882353,0.014705882352941176,0.057352941176470586
Static Caravans,9,4.627306273062731,0.005535055350553505,0.02029520295202952,0.06642066420664207
Static Caravans,10,5.247272727272727,0.005454545454545455,0.01090909090909091,0.18
Static Caravans,11,4.376978417266187,0.0028776978417266188,0.007194244604316547,0.10503597122302158
Static Caravans,12,3.797966963151207,0.0,0.021601016518424398,0.096569250317662
Static Caravans,13,6.243478260869566,0.020869565217391306,0.04,0.22782608695652173
Static Caravans,14,6.518197573656845,0.0017331022530329288,0.01733102253032929,0.2703639514731369
Static Caravans,15,7.671280276816609,0.00865051903114187,0.012110726643598616,0.1245674740484429
Static Caravans,16,6.214162348877375,0.010362694300518135,0.017271157167530225,0.05181347150259067
Static Caravans,17,6.960276338514681,0.017271157167530225,0.013816925734024179,0.07599309153713299
Static Caravans,18,8.098445595854923,0.013816925734024179,0.025906735751295335,0.1070811744386874
Static Caravans,19,6.544520547945205,0.005136986301369863,0.017123287671232876,0.07876712328767123
Static Caravans,20,6.849572649572649,0.005128205128205128,0.023931623931623933,0.17094017094017094
Static Caravans,21,6.374787052810903,0.0068143100511073255,0.008517887563884156,0.04258943781942078
Static Caravans,22,6.511073253833049,0.005110732538330494,0.03577512776831346,0.12947189097103917
Static Caravans,23,6.293715846994536,0.015027322404371584,0.028688524590163935,0.19262295081967212
Static Caravans,24,4.913996627318719,0.0,0.0387858347386172,0.25295109612141653
Static Caravans,25,7.2158516020236085,0.011804384485666104,0.025295109612141653,0.23608768971332209
Static Caravans,26,5.719832109129066,0.0062959076600209865,0.03147953830010493,0.12906610703043023
Static Caravans,27,4.548494983277592,0.008361204013377926,0.01839464882943144,0.1956521739130435
Static Caravans,28,7.455759599332221,0.005008347245409015,0.045075125208681135,0.03672787979966611
Static Caravans,29,7.2802653399668324,0.02321724709784411,0.03150912106135987,0.17744610281923714
Static Caravans,30,7.0148849797023,0.010825439783491205,0.02029769959404601,0.22462787550744248
Static Caravans,31,9.050406504065041,0.014634146341463415,0.04715447154471545,0.16747967479674797
Static Caravans,32,8.845669291338583,0.014173228346456693,0.031496062992125984,0.07244094488188976
Static Caravans,33,9.026771653543307,0.006299212598425197,0.04409448818897638,0.14803149606299212
Static Caravans,34,8.989028213166144,0.006269592476489028,0.03134796238244514,0.2993730407523511
Static Caravans,35,7.530817610062893,0.00880503144654088,0.07421383647798742,0.0779874213836478
Static Caravans,36,5.996927803379417,0.004608294930875576,0.03225806451612903,0.19508448540706605
Static Caravans,37,7.05143721633888,0.0030257186081694403,0.028744326777609682,0.18608169440242056
Static Caravans,38,6.636229749631812,0.007363770250368188,0.029455081001472753,0.08394698085419734
Static Caravans,39,6.261560693641618,0.004335260115606936,0.010115606936416185,0.06647398843930635
Static Caravans,40,6.005773672055427,0.017321016166281754,0.006928406466512702,0.34988452655889146
Static Caravans,41,4.131728045325779,0.00424929178470255,0.024079320113314446,-0.015580736543909348
Static Caravans,42,4.019587628865979,0.005154639175257732,0.010309278350515464,0.07628865979381444
Static Caravans,43,5.453015427769986,0.005610098176718092,0.019635343618513323,0.17952314165497896
Static Caravans,44,5.1781206171108,0.0070126227208976155,0.04207573632538569,0.270687237026648
Static Caravans,45,5.2098360655737705,0.014754098360655738,0.03770491803278689,0.12622950819672132
Static Caravans,46,3.6645021645021645,0.0021645021645021645,0.006493506493506494,0.18398268398268397
Static Caravans,47,3.0653188180404354,0.0,0.015552099533437015,0.08398133748055987
Static Caravans,48,1.6556836902800658,0.0,0.0,0.1070840197693575
Static Caravans,49,2.955223880597015,0.0,0.0021321961620469083,0.09168443496801706
Static Caravans,50,3.4355179704016914,0.0,0.012684989429175475,0.08668076109936575
Static Caravans,51,3.018987341772152,0.004219409282700422,0.012658227848101266,0.18565400843881857
Static Caravans,52,2.208421052631579,0.002105263157894737,0.00631578947368421,0.17684210526315788
Static Caravans,53,4.62303664921466,0.0,0.010471204188481676,0.08376963350785341
Touring Caravans,1,4.1567567567567565,0.008108108108108109,0.04594594594594595,0.051351351351351354
Touring Caravans,2,6.219251336898396,0.01871657754010695,0.058823529411764705,0.09090909090909091
Touring Caravans,3,6.338870431893688,0.023255813953488372,0.053156146179401995,0.19269102990033224
Touring Caravans,4,7.156914893617022,0.02127659574468085,0.05319148936170213,0.15691489361702127
Touring Caravans,5,7.510526315789473,0.02631578947368421,0.07631578947368421,0.07105263157894737
Touring Caravans,6,7.087855297157622,0.025839793281653745,0.041343669250646,0.06976744186046512
Touring Caravans,7,8.866161616161616,0.045454545454545456,0.08585858585858586,0.24494949494949494
Touring Caravans,8,8.830897703549061,0.029227557411273485,0.11691022964509394,0.08350730688935282
Touring Caravans,9,8.71358024691358,0.07407407407407407,0.11604938271604938,0.14320987654320988
Touring Caravans,10,9.5,0.08866995073891626,0.1477832512315271,0.1206896551724138
Touring Caravans,11,7.654166666666667,0.03125,0.075,0.15833333333333333
Touring Caravans,12,5.47112462006079,0.037993920972644375,0.08054711246200608,0.06838905775075987
Touring Caravans,13,8.647465437788018,0.06451612903225806,0.12442396313364056,0.3248847926267281
Touring Caravans,14,9.068965517241379,0.06666666666666667,0.09655172413793103,0.03218390804597701
Touring Caravans,15,9.864367816091955,0.052873563218390804,0.10574712643678161,0.135632183908046
Touring Caravans,16,8.9151376146789,0.05963302752293578,0.07110091743119266,0.23394495412844038
Touring Caravans,17,9.635321100917432,0.05963302752293578,0.06651376146788991,0.05504587155963303
Touring Caravans,18,11.583143507972665,0.0979498861047836,0.08200455580865604,0.12984054669703873
Touring Caravans,19,9.825396825396826,0.07936507936507936,0.11791383219954649,0.08616780045351474
Touring Caravans,20,9.598194130925508,0.05417607223476298,0.08803611738148984,0.08803611738148984
Touring Caravans,21,9.137554585152838,0.03711790393013101,0.11353711790393013,0.03056768558951965
Touring Caravans,22,9.35511982570806,0.054466230936819175,0.10893246187363835,0.18082788671023964
Touring Caravans,23,9.46875,0.042279411764705885,0.11764705882352941,0.05330882352941176
Touring Caravans,24,7.48068669527897,0.055793991416309016,0.07296137339055794,0.08583690987124463
Touring Caravans,25,8.93816631130064,0.03624733475479744,0.07889125799573561,0.3752665245202559
Touring Caravans,26,6.910256410256411,0.026923076923076925,0.11282051282051282,0.10256410256410256
Touring Caravans,27,8.275,0.035416666666666666,0.014583333333333334,0.10208333333333333
Touring Caravans,28,9.827515400410677,0.07186858316221766,0.10677618069815195,0.04106776180698152
Touring Caravans,29,14.464077669902913,0.05048543689320388,0.12427184466019417,0.283495145631068
Touring Caravans,30,9.330922242314648,0.05786618444846293,0.05063291139240506,0.17902350813743217
Touring Caravans,31,11.903030303030302,0.06262626262626263,0.06262626262626263,0.1919191919191919
Touring Caravans,32,11.36738703339882,0.03929273084479371,0.0962671905697446,0.10412573673870335
Touring Caravans,33,11.760536398467433,0.028735632183908046,0.07279693486590039,0.10919540229885058
Touring Caravans,34,10.641904761904762,0.022857142857142857,0.09333333333333334,0.4552380952380952
Touring Caravans,35,11.009803921568627,0.03431372549019608,0.10620915032679738,0.15196078431372548
Touring Caravans,36,7.437037037037037,0.027777777777777776,0.0962962962962963,0.2074074074074074
Touring Caravans,37,9.24087591240876,0.025547445255474453,0.040145985401459854,0.1332116788321168
Touring Caravans,38,8.555357142857142,0.026785714285714284,0.07678571428571429,0.10357142857142858
Touring Caravans,39,7.342198581560283,0.05319148936170213,0.0425531914893617,0.1276595744680851
Touring Caravans,40,7.426008968609866,0.02242152466367713,0.07025411061285501,0.14947683109118087
Touring Caravans,41,3.755711775043937,0.0210896309314587,0.07205623901581722,0.050966608084358524
Touring Caravans,42,3.7749419953596286,0.008120649651972157,0.025522041763341066,0.1136890951276102
Touring Caravans,43,5.981001727115717,0.03454231433506045,0.04145077720207254,0.12780656303972365
Touring Caravans,44,5.385542168674699,0.01721170395869191,0.03614457831325301,0.18072289156626506
Touring Caravans,45,5.324468085106383,0.015957446808510637,0.10904255319148937,0.11170212765957446
Touring Caravans,46,6.406528189910979,0.02967359050445104,0.0771513353115727,0.08605341246290801
Touring Caravans,47,5.197044334975369,0.014778325123152709,0.04433497536945813,0.1354679802955665
Touring Caravans,48,1.8249336870026525,0.007957559681697613,0.013262599469496022,0.08753315649867374
Touring Caravans,49,4.459016393442623,0.006557377049180328,-0.003278688524590164,0.1180327868852459
Touring Caravans,50,4.354838709677419,0.025806451612903226,0.01935483870967742,0.15483870967741936
Touring Caravans,51,4.315112540192926,0.01607717041800643,0.04180064308681672,0.1157556270096463
Touring Caravans,52,3.6463022508038585,0.003215434083601286,0.012861736334405145,0.12540192926045016
Touring Caravans,53,7.992537313432836,0.07462686567164178,0.06716417910447761,0.1791044776119403
Towing Vehicles,1,0.2191780821917808,0.0,0.0,0.0684931506849315
Towing Vehicles,2,1.4657534246575343,0.0,0.0,0.0547945205479452
Towing Vehicles,3,0.1917808219178082,0.0,0.0,0.0136986301369863
Towing Vehicles,4,0.0958904109589041,0.0,0.0,0.684931506849315
Towing Vehicles,5,1.1081081081081081,0.013513513513513514,0.013513513513513514,0.0
Towing Vehicles,6,0.5064935064935064,0.0,0.0,0.025974025974025976
Towing Vehicles,7,0.14285714285714285,0.0,0.0,0.012987012987012988
